id	bedgraph/WB_pCRO_HK1_1910	bedgraph/WB_pCRO_HK2_1910	bedgraph/WB_pCRO_HK3_1910	bedgraph/WB_pCRO_HK4_1910	bedgraph/WB_pCRO_SL1_1910	bedgraph/WB_pChRO_EK6_2003	bedgraph/WB_pChRO_EK33_2003	bedgraph/WB_pChRO_EK45_2003	bedgraph/WB_pChRO_EK52_2003	bedgraph/WB_pChRO_EK53_2003
chr17:74631950-74632050;enhD:CD300LF:74713000:-;+	0	0	0	0	0	0	0	0	0	0
chr17:74639700-74640200;enhD:CD300LF:74713000:-;-	8	5	2	9	2	1	2	0	0	0
chr17:74639700-74640200;enhD:CD300LF:74713000:-;+	6	4	6	15	1	0	6	1	0	0
chr17:74712800-74713050;prm:CD300LF:74713000:-;-	24	45	19	41	9	0	0	0	0	0
chr17:74712800-74713050;prm:CD300LF:74713000:-;+	0	0	0	1	0	0	0	0	0	0
chr17:74736450-74737650;prm:RAB37:74736819:+;-	46	88	78	91	29	1	11	2	0	0
chr17:74736450-74737650;prm:RAB37:74736819:+;+	101	186	155	255	48	11	3	10	15	9
chr17:74738050-74739000;enhP:RAB37:74736819:+;-	83	114	97	194	32	4	18	19	8	5
chr17:74747450-74747800;enhP:SLC9A3R1:74748611:-;+	14	13	13	6	3	1	0	0	0	0
chr17:74748450-74748600;prm:MIR3615:74748612:+;-	0	0	1	0	0	0	0	0	0	0
chr17:74748450-74748600;prm:MIR3615:74748612:+;+	2	8	6	12	2	4	4	0	1	2
chr17:74776350-74776500;prm:NAT9:74776425:-;-	0	0	0	0	0	0	0	0	0	0
chr17:74776350-74776500;prm:TMEM104:74776482:+;+	1	0	0	3	0	0	0	0	3	1
chr17:74780050-74780350;enhG:SLC9A3R1:74748611:+;-	0	1	1	2	0	0	5	2	0	0
chr17:74972600-74972850;prm:HID1:74972805:-;-	1	10	7	29	2	0	2	1	0	0
chr17:74972600-74972850;prm:HID1:74972805:-;+	0	1	0	0	0	0	0	0	0	0
chr17:74982200-74982500;enhD:HID1:74972805:-;-	8	10	13	57	6	1	9	6	0	0
chr17:74982200-74982500;enhD:HID1:74972805:-;+	13	26	22	38	9	0	9	4	0	0
chr17:75012350-75013000;prm:ICT1:75012663:+;-	25	38	27	75	6	3	0	4	0	0
chr17:75012350-75013000;prm:ICT1:75012663:+;+	63	82	74	178	30	0	3	0	4	0
chr17:75034950-75035250;enhG:ICT1:75012663:+;-	1	4	1	6	0	1	8	1	3	1
chr17:75046850-75047150;prm:ATP5H:75046979:-;-	67	141	86	206	21	4	23	13	13	7
chr17:75046850-75047150;prm:KCTD2:75047183:+;+	6	14	12	16	0	1	4	3	0	6
chr17:75077300-75077700;enhG:KCTD2:75047183:+;-	10	14	26	25	7	0	0	0	0	0
chr17:75087450-75088000;prm:SLC16A5:75087726:+;-	21	25	16	73	11	1	2	0	0	0
chr17:75087450-75088000;prm:SLC16A5:75087726:+;+	50	102	73	165	18	8	10	2	0	1
chr17:75088150-75089400;enhP:SLC16A5:75087726:+;-	5	12	12	17	1	1	0	5	0	0
chr17:75108950-75109100;enhP:ARMC7:75109951:-;+	0	3	1	8	1	1	1	0	0	0
chr17:75109750-75110000;prm:ARMC7:75109951:+;-	73	102	93	185	41	0	0	0	0	0
chr17:75109750-75110000;prm:ARMC7:75109951:+;+	6	20	36	30	8	1	0	0	0	0
chr17:75182100-75183100;prm:SUMO2:75183003:-;-	63	119	86	179	30	8	26	5	2	2
chr17:75182100-75183100;prm:SUMO2:75183003:-;+	20	51	32	49	8	21	17	14	8	2
chr17:75260550-75262000;prm:GGA3:75261661:-;-	152	220	161	322	39	36	120	59	29	15
chr17:75260550-75262000;prm:MRPS7:75261667:+;+	72	125	119	182	35	9	49	37	19	5
chr17:75270100-75270200;prm:MIF4GD:75270245:-;-	0	0	0	3	0	1	2	0	0	0
chr17:75270100-75270200;prm:MIF4GD:75270245:-;+	0	1	0	4	0	2	0	0	0	0
chr17:75270400-75270700;prm:MIF4GD:75270245:-;-	2	2	1	8	0	1	13	0	2	6
chr17:75270400-75270700;prm:MIF4GD:75270245:-;+	4	9	2	17	0	7	15	6	3	2
chr17:75271050-75271400;prm:MIF4GD:75271230:-;-	28	50	51	94	6	30	93	28	20	6
chr17:75271050-75271400;prm:LOC100287042:75271298:+;+	3	4	3	18	4	5	19	0	0	0
chr17:75271650-75271900;enhP:MIF4GD:75270245:+;-	2	6	3	15	1	2	0	4	0	0
chr17:75272100-75272300;enhP:MIF4GD:75270245:+;-	2	0	1	8	0	0	2	0	3	0
chr17:75272400-75272500;enhP:MIF4GD:75271230:+;-	0	0	0	1	0	0	0	0	0	0
chr17:75289400-75290200;prm:SLC25A19:75289449:-;-	1	16	11	12	6	1	18	13	0	0
chr17:75289400-75290200;prm:SLC25A19:75289449:-;+	57	90	78	197	22	17	46	41	12	11
chr17:75290400-75290500;enhP:SLC25A19:75289449:+;-	0	0	0	0	0	0	0	0	0	0
chr17:75295800-75296100;enhD:SLC25A19:75289449:-;-	1	1	2	3	0	0	0	0	3	2
chr17:75295800-75296100;enhD:SLC25A19:75289449:-;+	18	27	32	44	18	0	2	0	0	0
chr17:75309200-75309350;enhG:GRB2:75405708:-;+	2	2	4	6	0	0	1	1	0	0
chr17:75312700-75312850;enhG:GRB2:75405708:-;+	3	1	2	0	0	0	0	0	0	0
chr17:75345850-75346050;enhG:GRB2:75405708:-;+	1	0	1	2	2	0	0	0	0	0
chr17:75404350-75405100;enhP:MIR3678:75406068:-;+	5	15	17	16	6	1	10	4	0	0
chr17:75405350-75406000;prm:GRB2:75405708:-;-	174	328	292	472	60	51	141	51	55	25
chr17:75405350-75406000;prm:MIR3678:75406068:+;+	2	2	1	6	2	6	10	4	6	2
chr17:75456450-75456750;prm:TMEM94:75456582:+;-	1	0	0	7	0	0	0	0	0	0
chr17:75456450-75456750;prm:TMEM94:75456582:+;+	10	13	9	20	6	0	0	0	0	0
chr17:75456950-75457500;enhP:TMEM94:75456582:+;-	4	2	2	25	0	0	0	0	0	0
chr17:75487600-75487900;enhG:TMEM94:75456582:+;-	6	8	13	17	6	0	0	0	0	0
chr17:75525400-75525700;prm:LLGL2:75525701:+;-	3	14	10	23	3	0	0	0	0	0
chr17:75525400-75525700;prm:LLGL2:75525701:+;+	0	2	0	2	0	0	1	0	5	0
chr17:75571350-75571450;enhG:LLGL2:75525701:+;-	0	0	0	0	0	0	0	0	0	0
chr17:75587800-75588600;prm:MYO15B:75588057:+;-	27	52	45	74	20	8	3	0	0	0
chr17:75587800-75588600;prm:MYO15B:75588057:+;+	40	76	62	79	17	10	33	12	10	8
chr17:75588950-75589650;enhG:LLGL2:75525701:+;-	65	145	129	206	28	4	5	4	16	7
chr17:75666900-75667500;prm:RECQL5:75667189:-;-	41	52	47	109	17	3	8	10	0	3
chr17:75666900-75667500;prm:SAP30BP:75667115:+;+	86	69	51	111	23	9	81	25	13	10
chr17:75688450-75688800;enhG:SAP30BP:75667115:+;-	3	4	4	11	0	0	0	0	0	0
chr17:75738250-75738550;enhG:GALK1:75765199:-;+	3	3	0	1	1	0	0	0	0	0
chr17:75764250-75765400;prm:GALK1:75765199:-;-	47	78	62	164	19	31	125	41	20	6
chr17:75764250-75765400;prm:GALK1:75765199:-;+	3	8	7	9	0	0	2	0	0	1
chr17:75778500-75780000;prm:H3F3B:75779935:-;-	1862	2479	2298	4125	971	477	1249	583	408	186
chr17:75778500-75780000;prm:H3F3B:75779935:-;+	41	52	49	83	14	14	26	19	14	6
chr17:75784600-75785450;prm:MIR4738:75784607:-;-	33	57	30	88	22	30	78	52	4	3
chr17:75784600-75785450;prm:UNK:75784838:+;+	177	274	227	447	119	31	58	38	12	4
chr17:75785500-75785750;enhP:MIR4738:75784607:+;-	0	3	0	2	1	0	0	0	0	0
chr17:75843600-75843900;enhG:UNK:75784838:+;-	39	54	54	65	11	12	6	5	2	1
chr17:75855050-75855150;enhP:WBP2:75855420:-;+	2	0	0	2	0	0	0	0	0	0
chr17:75855350-75855500;prm:WBP2:75855420:-;-	0	0	0	1	0	1	6	1	0	0
chr17:75855350-75855500;prm:WBP2:75855420:-;+	1	0	0	1	0	0	0	0	0	0
chr17:75855800-75856000;enhP:WBP2:75855420:+;-	1	2	0	4	1	2	0	0	0	0
chr17:75858850-75859000;enhG:TRIM47:75878575:-;+	4	8	3	6	0	0	0	0	0	0
chr17:75877200-75877300;enhP:TRIM47:75878575:-;+	0	0	0	0	0	0	0	0	0	0
chr17:75877700-75878150;enhP:TRIM47:75878575:-;+	2	1	2	9	0	0	0	0	0	0
chr17:75878300-75878800;prm:TRIM47:75878575:-;-	1	4	4	44	3	0	5	0	0	0
chr17:75878300-75878800;prm:TRIM47:75878575:-;+	2	2	1	5	0	9	7	0	0	0
chr17:75896100-75896400;enhP:TRIM65:75897003:-;+	0	0	0	0	0	0	0	0	0	0
chr17:75896450-75896650;enhP:TRIM65:75897003:-;+	10	22	30	35	4	2	4	2	1	0
chr17:75896850-75897000;prm:TRIM65:75897003:-;-	71	109	152	187	21	4	0	1	0	8
chr17:75896850-75897000;prm:TRIM65:75897003:-;+	0	0	2	1	1	1	2	0	0	0
chr17:75897100-75897250;prm:TRIM65:75897003:-;-	0	4	0	3	0	1	3	0	4	1
chr17:75897100-75897250;prm:TRIM65:75897003:-;+	3	3	6	21	1	2	2	2	0	0
chr17:75897400-75897500;enhP:TRIM65:75897003:+;-	0	4	1	1	0	1	3	0	0	0
chr17:75897600-75897850;enhP:TRIM65:75897003:+;-	1	2	1	6	0	0	0	0	0	0
chr17:75904850-75905000;prm:MRPL38:75905100:-;-	18	32	20	39	2	3	4	11	1	0
chr17:75904850-75905000;prm:MRPL38:75905100:-;+	0	0	0	2	0	0	0	0	0	0
chr17:75970100-75970400;enhG:ACOX1:75979434:-;+	27	47	27	62	16	0	0	0	1	0
chr17:75978800-75980100;prm:ACOX1:75979434:-;-	205	282	230	524	114	13	27	22	6	4
chr17:75978800-75980100;prm:TEN1:75979216:+;+	171	250	180	425	71	11	20	12	7	3
chr17:76029450-76029800;enhG:SRP68:76072526:-;+	13	9	15	18	5	0	0	0	0	0
chr17:76072450-76072700;prm:SRP68:76072526:-;-	10	19	9	27	1	0	0	0	0	0
chr17:76072450-76072700;prm:SRP68:76072526:-;+	18	51	33	85	15	2	8	2	0	0
chr17:76103700-76103950;prm:EXOC7:76103571:-;-	35	61	45	102	21	1	2	2	1	0
chr17:76103700-76103950;prm:EXOC7:76103571:-;+	68	94	109	175	35	2	0	8	1	1
chr17:76145250-76146000;enhG:RNF157:76240309:-;+	52	68	55	98	19	4	74	25	0	3
chr17:76179650-76180000;enhG:RNF157:76240309:-;+	0	0	1	0	1	0	1	0	0	0
chr17:76191800-76192200;enhG:RNF157:76240309:-;+	4	1	1	3	0	0	0	0	1	0
chr17:76193500-76193750;enhG:RNF157:76240309:-;+	0	0	0	0	0	0	0	0	0	0
chr17:76239650-76239900;enhP:RNF157:76240309:-;+	0	0	0	5	0	0	0	0	0	0
chr17:76240200-76241000;prm:RNF157:76240309:-;-	18	31	20	63	5	0	3	1	2	3
chr17:76240200-76241000;prm:RNF157:76240309:-;+	39	59	43	69	8	0	4	5	0	0
chr17:76246450-76246650;enhD:RNF157:76240309:-;-	5	26	15	34	3	0	0	0	0	0
chr17:76246450-76246650;enhD:RNF157:76240309:-;+	1	0	3	1	0	0	0	0	0	0
chr17:76251950-76252700;enhD:RNF157:76240309:-;-	34	55	38	79	15	3	24	3	2	2
chr17:76251950-76252700;enhD:RNF157:76240309:-;+	34	77	53	89	27	1	4	2	0	1
chr17:76252900-76253450;enhD:UBALD2:76265204:+;-	3	0	0	4	0	1	3	0	0	0
chr17:76252900-76253450;enhD:UBALD2:76265204:+;+	5	14	13	19	3	0	0	0	0	0
chr17:76265000-76265500;prm:UBALD2:76265204:+;-	0	3	5	0	0	0	5	2	0	0
chr17:76265000-76265500;prm:UBALD2:76265204:+;+	158	391	277	447	104	90	274	65	54	30
chr17:76265800-76266250;enhP:UBALD2:76265204:+;-	14	11	6	22	3	0	6	0	0	0
chr17:76266350-76266550;enhP:UBALD2:76265204:+;-	0	0	2	1	0	1	3	0	0	0
chr17:76266600-76266850;enhP:UBALD2:76265204:+;-	0	2	1	0	0	0	0	0	0	0
chr17:76272100-76272350;enhG:UBALD2:76265204:+;-	2	8	0	2	2	1	5	2	0	0
chr17:76272750-76273000;enhG:UBALD2:76265204:+;-	4	3	1	6	3	1	3	2	0	0
chr17:76353050-76353200;enhP:PRPSAP1:76354149:-;+	1	0	0	2	0	0	0	0	0	0
chr17:76353800-76354050;prm:PRPSAP1:76354149:-;-	60	105	94	146	35	3	8	3	5	6
chr17:76353800-76354050;prm:PRPSAP1:76354149:-;+	0	2	0	1	0	1	0	1	4	6
chr17:76382850-76382950;enhG:UBE2O:76453206:-;+	0	0	0	1	0	0	0	0	0	0
chr17:76383050-76383600;enhG:UBE2O:76453206:-;+	9	13	9	15	3	2	33	2	2	0
chr17:76452450-76452800;enhP:AANAT:76453350:-;+	0	0	0	1	0	0	0	0	0	0
chr17:76453150-76453350;prm:UBE2O:76453206:-;-	5	6	2	9	0	0	2	0	0	0
chr17:76453150-76453350;prm:AANAT:76453350:+;+	0	0	0	0	0	0	0	0	0	0
chr17:76481300-76481400;enhG:RHBDF2:76501427:-;+	1	1	1	3	1	0	0	0	0	0
chr17:76491450-76492300;enhG:RHBDF2:76501427:-;+	4	14	6	13	2	1	3	0	0	0
chr17:76493100-76493450;enhG:RHBDF2:76501427:-;+	5	10	11	10	5	0	6	1	0	0
chr17:76500100-76500450;enhP:RHBDF2:76501427:-;+	0	1	1	1	0	1	1	0	3	0
chr17:76501250-76501500;prm:RHBDF2:76501427:-;-	103	155	117	195	67	7	45	8	5	8
chr17:76501250-76501500;prm:RHBDF2:76501427:-;+	0	0	0	0	0	0	0	0	0	0
chr17:76514950-76516000;enhD:PRCD:76527585:+;-	33	48	40	85	7	11	66	46	2	3
chr17:76514950-76516000;enhD:PRCD:76527585:+;+	55	56	41	101	14	9	28	24	7	0
chr17:76527450-76528250;prm:PRCD:76527585:+;-	18	22	21	32	15	5	31	13	5	0
chr17:76527450-76528250;prm:PRCD:76527585:+;+	4	5	3	16	6	4	15	4	0	1
chr17:76528650-76529000;enhP:PRCD:76527585:+;-	1	3	0	4	0	0	2	0	0	0
chr17:76556950-76557900;prm:SNHG16:76557763:+;-	53	71	51	114	21	3	34	15	11	12
chr17:76556950-76557900;prm:SNHG16:76557763:+;+	72	104	72	179	29	8	64	14	5	3
chr17:76558100-76558200;enhP:SNHG16:76557763:+;-	1	0	0	2	3	0	0	0	0	0
chr17:76584450-76585400;enhG:SNHG16:76557763:+;-	19	37	22	34	10	0	0	0	0	1
chr17:76585700-76586500;prm:ST6GALNAC2:76586063:-;-	71	136	137	185	54	3	20	9	7	4
chr17:76585700-76586500;prm:ST6GALNAC2:76586063:-;+	24	50	46	86	10	4	7	3	0	0
chr17:76586600-76587000;enhP:ST6GALNAC2:76586063:+;-	0	2	2	1	0	0	2	0	0	0
chr17:76660000-76660100;enhD:LOC105274304:76671927:+;-	0	0	0	0	0	0	0	0	0	0
chr17:76660000-76660100;enhD:LOC105274304:76671927:+;+	0	0	0	0	0	0	0	0	0	0
chr17:76671600-76671950;prm:LOC105274304:76671927:+;-	8	15	13	36	1	0	0	0	0	0
chr17:76671600-76671950;prm:LOC105274304:76671927:+;+	0	3	1	0	3	1	2	0	0	0
chr17:76672100-76672450;prm:LOC105274304:76671927:+;-	0	0	0	8	0	0	0	0	0	0
chr17:76672100-76672450;prm:LOC105274304:76671927:+;+	35	52	36	104	27	5	4	0	18	2
chr17:76716150-76716550;enhG:JMJD6:76726799:-;+	4	6	3	11	0	4	28	3	3	2
chr17:76725950-76726350;enhP:JMJD6:76726799:-;+	16	7	14	33	8	14	43	17	24	10
chr17:76726650-76727350;prm:JMJD6:76726799:-;-	20	36	25	59	8	23	125	23	11	9
chr17:76726650-76727350;prm:METTL23:76726829:+;+	78	82	74	231	32	18	61	34	19	12
chr17:76727400-76727500;enhP:JMJD6:76726799:+;-	0	0	0	0	0	1	12	1	0	0
chr17:76735450-76735700;enhP:MFSD11:76736564:-;+	3	6	7	4	1	0	3	2	0	0
chr17:76735900-76736850;prm:MIR636:76736548:-;-	20	25	16	59	9	212	669	208	53	22
chr17:76735900-76736850;prm:MFSD11:76736564:+;+	31	78	56	97	15	17	5	2	6	1
chr17:76736950-76738000;prm:SRSF2:76737411:-;-	182	336	256	637	100	88	267	119	81	46
chr17:76736950-76738000;prm:MFSD11:76737500:+;+	21	33	24	80	8	10	8	8	5	1
chr17:76868450-76868550;prm:MGAT5B:76868715:+;-	0	0	0	0	0	0	0	0	0	0
chr17:76868450-76868550;prm:MGAT5B:76868715:+;+	0	0	1	9	0	0	0	0	0	0
chr17:76968700-76969700;enhG:MGAT5B:76868715:+;-	3	5	0	12	1	0	0	0	3	1
chr17:76998050-76998500;enhD:SNHG20:77088642:+;-	7	5	4	6	1	2	10	4	0	0
chr17:76998050-76998500;enhD:SNHG20:77088642:+;+	2	8	1	11	1	1	18	0	0	0
chr17:77088200-77088300;enhP:SEC14L1:77089152:-;+	0	0	0	0	0	0	0	0	0	0
chr17:77088400-77088900;prm:SNHG20:77088642:+;-	4	6	4	14	1	1	4	0	1	1
chr17:77088400-77088900;prm:SNHG20:77088642:+;+	40	63	49	139	31	0	13	1	3	0
chr17:77089100-77089650;prm:MIR6516:77089416:+;-	3	3	2	5	0	0	0	0	0	0
chr17:77089100-77089650;prm:MIR6516:77089416:+;+	4	5	7	18	1	1	4	1	0	1
chr17:77099100-77099250;enhG:SNHG20:77088642:+;-	0	0	4	1	0	0	0	0	0	0
chr17:77100000-77100150;enhG:SNHG20:77088642:+;-	12	20	15	38	9	0	1	1	0	0
chr17:77124250-77124500;enhG:SEC14L1:77088642:+;-	3	12	10	15	4	0	0	0	0	0
chr17:77127450-77128750;enhG:SEC14L1:77088642:+;-	37	60	40	87	24	3	42	19	0	2
chr17:77128850-77129000;enhG:SEC14L1:77088642:+;-	0	0	0	0	0	0	0	0	0	0
chr17:77140050-77141000;prm:SEC14L1:77140922:+;-	349	518	444	854	179	55	247	94	40	21
chr17:77140050-77141000;prm:SEC14L1:77140922:+;+	44	89	71	102	28	11	22	12	9	3
chr17:77141250-77141500;enhG:SEC14L1:77088642:+;-	1	4	2	2	2	6	10	1	0	1
chr17:77141600-77141850;enhG:SEC14L1:77088642:+;-	2	1	1	1	1	0	0	0	0	0
chr17:77146050-77146200;enhG:SEC14L1:77088642:+;-	0	1	0	0	0	0	0	3	0	0
chr17:77281150-77281400;prm:SEPT9:77281409:+;-	0	0	0	3	0	0	0	0	0	0
chr17:77281150-77281400;prm:SEPT9:77281409:+;+	0	0	0	0	0	0	0	0	0	0
chr17:77320650-77320800;enhG:SEPT9:77281409:+;-	1	0	0	1	0	0	0	0	0	0
chr17:77332200-77332600;enhG:SEPT9:77281409:+;-	1	5	1	1	0	0	0	0	0	0
chr17:77372450-77373550;prm:SEPT9:77373189:+;-	76	89	69	146	22	11	19	8	0	2
chr17:77372450-77373550;prm:SEPT9:77373189:+;+	36	50	58	73	11	8	0	0	0	0
chr17:77373650-77375000;enhG:SEPT9:77281409:+;-	105	159	99	261	44	3	15	14	6	7
chr17:77400450-77400600;enhG:SEPT9:77281409:+;-	0	0	0	1	0	0	0	0	0	0
chr17:77404950-77405250;prm:SEPT9:77405068:+;-	0	1	1	1	0	1	2	0	0	0
chr17:77404950-77405250;prm:SEPT9:77405068:+;+	26	54	40	77	20	2	10	4	0	0
chr17:77405800-77406050;enhG:SEPT9:77281409:+;-	10	22	17	33	2	0	2	0	0	0
chr17:77445800-77446150;enhG:SEPT9:77281409:+;-	29	22	20	57	8	1	0	0	0	1
chr17:77452100-77452500;enhP:SEPT9:77453992:-;+	13	24	17	27	3	4	0	0	2	2
chr17:77453850-77454050;prm:SEPT9:77453992:+;-	8	6	4	7	3	0	0	0	0	0
chr17:77453850-77454050;prm:SEPT9:77453992:+;+	9	10	9	28	3	3	2	0	0	0
chr17:77459650-77459750;enhG:SEPT9:77281409:+;-	1	1	0	0	0	0	0	0	0	0
chr17:77610250-77610500;enhD:SEPT9:77453992:+;-	3	3	0	4	2	0	0	0	0	0
chr17:77610250-77610500;enhD:SEPT9:77453992:+;+	2	3	1	5	1	0	0	0	0	0
chr17:77666450-77667550;enhD:SEPT9:77453992:+;-	4	6	2	18	3	2	3	1	0	0
chr17:77666450-77667550;enhD:SEPT9:77453992:+;+	7	24	28	40	6	0	0	0	1	2
chr17:77783900-77784650;enhD:SEPT9:77453992:+;-	3	7	1	6	0	4	29	32	1	0
chr17:77783900-77784650;enhD:SEPT9:77453992:+;+	2	1	2	1	0	1	5	0	0	0
chr17:77869950-77870050;enhD:TMC6:78128780:-;-	0	0	0	0	1	1	0	0	0	0
chr17:77869950-77870050;enhD:TMC6:78128780:-;+	0	0	0	0	0	0	0	0	0	0
chr17:77881600-77881900;enhD:TMC6:78128780:-;-	0	1	1	1	0	1	7	4	0	0
chr17:77881600-77881900;enhD:TMC6:78128780:-;+	2	11	9	15	4	3	4	1	2	1
chr17:77882550-77882950;enhD:TMC6:78128780:-;-	1	3	1	4	0	1	12	0	0	0
chr17:77882550-77882950;enhD:TMC6:78128780:-;+	4	3	0	3	4	0	0	0	3	0
chr17:77887550-77888000;enhD:TMC6:78128780:-;-	19	28	26	40	10	10	35	13	17	7
chr17:77887550-77888000;enhD:TMC6:78128780:-;+	12	16	12	32	13	29	144	53	27	21
chr17:77957450-77957750;enhD:TMC6:78128780:-;-	0	1	0	3	1	3	16	4	3	1
chr17:77957450-77957750;enhD:TMC6:78128780:-;+	3	0	1	1	1	1	3	0	0	0
chr17:77958400-77958750;enhD:TMC6:78128780:-;-	110	179	152	279	57	16	53	65	12	5
chr17:77958400-77958750;enhD:TMC6:78128780:-;+	20	18	18	57	4	7	14	8	2	3
chr17:77958900-77959500;enhD:TMC6:78128780:-;-	2	2	1	7	2	5	11	10	1	1
chr17:77958900-77959500;enhD:TMC6:78128780:-;+	2	9	9	10	0	58	89	5	3	4
chr17:77959600-77959700;enhD:TMC6:78128780:-;-	0	0	0	0	0	0	0	0	0	0
chr17:77959600-77959700;enhD:TMC6:78128780:-;+	0	0	0	1	0	4	9	1	1	1
chr17:78127150-78127550;enhP:TMC6:78128780:-;+	10	12	11	25	5	0	0	6	0	1
chr17:78128600-78128900;prm:TMC6:78128780:-;-	42	109	93	152	26	13	40	16	4	3
chr17:78128600-78128900;prm:TMC6:78128780:-;+	0	2	3	2	0	0	2	0	0	0
chr17:78129100-78129200;enhP:TMC6:78128780:+;-	1	2	0	3	1	0	0	0	0	0
chr17:78130600-78130850;prm:TMC8:78130777:+;-	38	26	34	73	18	2	4	4	0	0
chr17:78130600-78130850;prm:TMC8:78130777:+;+	15	14	27	46	7	1	0	5	4	0
chr17:78131450-78131800;enhP:TMC8:78130777:+;-	1	10	7	4	4	0	4	1	0	0
chr17:78131950-78132300;prm:TMC6:78132407:-;-	36	55	37	67	21	6	19	0	0	3
chr17:78131950-78132300;prm:TMC6:78132407:-;+	11	10	7	17	0	7	26	4	7	1
chr17:78172400-78172700;enhG:TK1:78187204:-;+	6	3	8	8	0	1	5	3	1	1
chr17:78173500-78173800;enhG:TK1:78187204:-;+	2	3	1	7	1	1	6	3	0	1
chr17:78174400-78174550;enhG:TK1:78187204:-;+	8	14	5	22	3	1	5	0	0	0
chr17:78187150-78187300;prm:TK1:78187204:-;-	0	0	1	0	0	0	0	0	0	0
chr17:78187150-78187300;prm:AFMID:78187316:+;+	0	0	0	0	0	0	0	0	0	0
chr17:78198750-78199050;enhG:AFMID:78187316:+;-	11	10	12	15	0	1	3	0	0	0
chr17:78214050-78214300;prm:BIRC5:78214195:+;-	0	0	0	6	0	0	0	0	0	0
chr17:78214050-78214300;prm:BIRC5:78214195:+;+	0	0	0	1	0	0	0	0	0	0
chr17:78251500-78251750;enhD:BIRC5:78214195:+;-	2	3	2	5	0	0	0	0	1	1
chr17:78251500-78251750;enhD:BIRC5:78214195:+;+	0	0	1	0	0	0	0	0	0	0
chr17:78252400-78252550;enhD:BIRC5:78214195:+;-	0	1	0	3	0	0	0	0	0	0
chr17:78252400-78252550;enhD:BIRC5:78214195:+;+	0	0	0	0	0	0	0	0	2	1
chr17:78257800-78258350;enhD:BIRC5:78214195:+;-	2	6	4	3	2	1	5	1	0	0
chr17:78257800-78258350;enhD:BIRC5:78214195:+;+	0	3	7	8	0	1	6	6	0	0
chr17:78258450-78259000;enhD:BIRC5:78214195:+;-	13	18	11	17	1	0	2	1	3	1
chr17:78258450-78259000;enhD:BIRC5:78214195:+;+	13	20	31	23	5	4	16	5	2	2
chr17:78263100-78263450;enhD:BIRC5:78214195:+;-	6	10	10	11	1	0	0	0	0	0
chr17:78263100-78263450;enhD:BIRC5:78214195:+;+	1	1	3	6	0	0	0	0	0	0
chr17:78313850-78314000;enhD:SOCS3:78360079:-;-	2	1	0	4	0	0	0	0	0	0
chr17:78313850-78314000;enhD:SOCS3:78360079:-;+	0	0	0	0	0	0	2	0	0	0
chr17:78314150-78314550;enhD:SOCS3:78360079:-;-	11	14	12	32	1	0	0	0	0	0
chr17:78314150-78314550;enhD:SOCS3:78360079:-;+	0	3	0	0	0	0	0	0	0	0
chr17:78341850-78342250;enhG:SOCS3:78360079:-;+	10	45	29	48	5	2	3	4	1	0
chr17:78343050-78343150;enhG:SOCS3:78360079:-;+	0	0	0	0	0	0	0	0	0	0
chr17:78343300-78344000;enhG:SOCS3:78360079:-;+	3	6	2	15	4	0	0	0	0	0
chr17:78358650-78358900;enhP:LOC101928674:78360447:-;+	0	0	0	0	0	0	2	0	0	0
chr17:78360000-78360500;prm:SOCS3:78360079:-;-	265	393	317	767	140	15	94	60	15	6
chr17:78360000-78360500;prm:LOC101928674:78360447:+;+	10	41	17	36	10	5	35	3	0	1
chr17:78378050-78378800;prm:PGS1:78378617:+;-	12	26	33	36	7	5	44	12	1	1
chr17:78378050-78378800;prm:PGS1:78378617:+;+	136	284	212	353	81	3	26	5	6	5
chr17:78378850-78379100;enhG:LOC101928674:78360447:+;-	0	0	2	2	0	2	10	6	0	0
chr17:78379350-78379500;enhG:LOC101928674:78360447:+;-	0	0	0	0	0	0	0	0	0	0
chr17:78388450-78388550;enhG:LOC101928674:78360447:+;-	10	5	9	15	4	0	0	0	0	1
chr17:78535650-78535750;enhD:PGS1:78378617:+;-	0	0	0	0	0	0	0	0	0	0
chr17:78535650-78535750;enhD:PGS1:78378617:+;+	0	0	0	0	0	0	0	0	0	0
chr17:78592050-78592400;enhD:CYTH1:78782342:-;-	0	0	3	1	1	0	0	0	0	0
chr17:78592050-78592400;enhD:CYTH1:78782342:-;+	0	0	0	3	0	0	0	0	0	0
chr17:78592500-78592750;enhD:CYTH1:78782342:-;-	2	2	5	6	2	0	0	0	0	0
chr17:78592500-78592750;enhD:CYTH1:78782342:-;+	0	2	0	2	2	0	0	0	0	0
chr17:78646000-78646200;enhD:CYTH1:78782342:-;-	0	0	1	0	0	1	1	0	0	0
chr17:78646000-78646200;enhD:CYTH1:78782342:-;+	0	0	1	0	1	0	0	0	0	0
chr17:78735850-78736350;enhG:CYTH1:78782342:-;+	2	1	1	2	4	0	5	3	0	0
chr17:78736700-78737000;enhG:CYTH1:78782342:-;+	0	4	1	2	0	0	0	0	0	0
chr17:78748750-78749000;enhG:CYTH1:78782342:-;+	4	2	2	5	0	1	5	0	0	0
chr17:78758850-78759150;enhG:CYTH1:78782342:-;+	2	4	2	7	1	0	0	0	0	0
chr17:78759300-78759700;enhG:CYTH1:78782342:-;+	1	3	3	8	1	0	3	4	0	0
