id	P1	P1r	P1n	P1nh	P2	P6	P33	P36	P45	P46	P52	P53	P54	P55
TMBIM1	144	431	369	297	69	111	192	15	76	74	32	32	46	51
TMBIM1	144	431	369	297	69	111	192	15	76	74	32	32	46	51
TMBIM1	144	431	369	297	69	111	192	15	76	74	32	32	46	51
TMBIM1	144	431	369	297	69	111	192	15	76	74	32	32	46	51
TMBIM1	144	431	369	297	69	111	192	15	76	74	32	32	46	51
MIR6513	2	1	4	2	0	4	1	0	1	1	0	0	0	0
PNKD	44	157	77	57	11	4	8	0	0	1	2	5	3	9
CATIP-AS2	17	26	20	13	8	0	0	0	0	0	1	2	1	5
MIR6810	3	5	1	6	1	0	1	0	0	0	1	1	2	4
CATIP	94	229	200	202	55	12	19	2	4	5	5	1	3	8
CATIP	94	229	200	202	55	12	19	2	4	5	5	1	3	8
CATIP-AS1	332	744	453	409	106	16	22	2	7	7	30	14	11	16
SLC11A1	1006	2224	2158	1790	461	177	95	7	33	35	189	118	159	326
CTDSP1	357	779	745	673	190	133	143	6	38	65	130	107	72	252
CTDSP1	263	563	525	503	132	106	97	5	36	56	75	74	50	153
CTDSP1	263	563	525	503	132	106	97	5	36	56	75	74	50	153
MIR26B	3	3	2	3	1	3	1	0	0	7	0	0	3	1
VIL1	3	3	3	3	0	1	10	0	0	2	2	1	3	3
USP37	85	422	247	164	45	43	82	10	69	32	45	25	28	20
CNOT9	74	258	158	115	42	26	38	2	12	18	23	7	12	16
CNOT9	79	283	171	119	42	32	40	10	17	20	27	8	13	17
CNOT9	79	283	171	119	42	32	40	10	17	20	27	8	13	17
CNOT9	79	283	171	119	42	32	40	10	17	20	27	8	13	17
PLCD4	2	6	6	4	0	2	4	0	2	0	1	1	1	6
ZNF142	37	228	128	70	11	39	27	5	33	12	33	10	24	10
ZNF142	37	228	128	70	11	39	27	5	33	12	33	10	24	10
ZNF142	37	228	129	73	11	39	27	5	33	12	33	10	24	10
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
BCS1L	39	141	44	38	23	4	2	0	1	0	0	0	0	0
RNF25	108	272	162	128	44	10	2	0	5	0	0	0	0	0
STK36	32	81	46	44	27	5	4	1	2	3	1	5	1	3
STK36	32	81	46	44	27	5	4	1	2	3	1	5	1	3
TTLL4	112	330	260	172	86	24	16	3	21	6	26	11	11	4
CYP27A1	50	113	83	72	49	13	5	2	9	11	11	6	11	5
PRKAG3	1	8	6	1	0	1	1	0	0	1	0	0	1	0
MIR9500	0	2	3	2	4	0	0	0	1	0	0	0	0	0
WNT6	4	14	8	3	1	0	3	0	0	0	1	0	0	1
WNT10A	55	187	70	66	20	50	198	8	33	25	13	7	8	15
LINC01494	28	56	25	18	4	1	4	0	0	0	1	1	1	0
CDK5R2	0	11	3	0	0	0	0	0	0	0	0	0	0	1
LINC00608	0	0	3	0	0	0	0	0	0	0	0	0	0	1
LINC00608	0	0	3	0	0	0	0	0	0	0	0	0	0	1
FEV	1	5	1	0	0	0	0	0	0	0	1	2	3	1
CRYBA2	0	4	1	0	0	0	0	0	0	0	0	0	0	0
CRYBA2	0	4	1	0	0	0	0	0	0	0	0	0	0	0
MIR375	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129175	1	3	3	1	1	0	0	0	0	0	1	0	0	1
CFAP65	0	10	0	3	0	2	4	0	0	1	1	1	2	0
CFAP65	0	3	0	1	0	0	0	0	0	0	0	0	0	0
CFAP65	0	3	0	1	0	0	0	0	0	0	0	0	0	0
CFAP65	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IHH	0	4	1	2	0	7	2	0	3	2	10	3	7	6
MIR3131	0	1	0	0	0	0	0	0	2	0	0	0	0	0
NHEJ1	70	248	163	127	32	33	12	1	13	8	6	19	26	20
SLC23A3	15	25	19	21	6	8	10	1	18	4	3	3	7	1
SLC23A3	15	25	19	21	6	8	10	1	18	4	3	3	7	1
SLC23A3	15	25	19	21	6	8	10	1	18	4	3	3	7	1
CNPPD1	135	411	269	166	57	43	66	5	21	19	20	10	7	45
CNPPD1	135	411	269	166	57	43	66	5	21	19	20	10	7	45
CNPPD1	154	442	292	188	62	48	74	5	21	19	25	11	9	46
CNPPD1	154	442	292	188	62	48	74	5	21	19	25	11	9	46
CNPPD1	553	1574	1015	794	293	66	107	9	47	29	41	20	13	60
CNPPD1	558	1582	1032	804	295	66	107	9	47	29	41	20	13	60
FAM134A	155	330	283	225	83	44	75	4	56	18	30	7	2	11
FAM134A	155	330	283	225	83	44	75	4	56	18	30	7	2	11
FAM134A	46	127	108	83	27	21	41	1	21	7	4	5	1	10
ZFAND2B	82	213	148	151	35	3	25	2	1	2	17	5	8	2
ZFAND2B	82	213	148	151	35	3	25	2	1	2	17	5	8	2
ZFAND2B	82	213	148	151	35	3	25	2	1	2	17	5	8	2
ABCB6	37	112	98	62	21	64	24	5	21	12	18	11	15	19
ATG9A	227	593	409	301	109	67	116	9	49	46	43	31	45	80
ATG9A	227	593	409	301	109	67	116	9	49	46	43	31	45	80
ATG9A	227	593	409	301	109	67	116	9	49	46	43	31	45	80
ANKZF1	162	426	209	172	91	37	24	1	26	8	25	7	2	23
ANKZF1	162	426	209	172	91	37	24	1	26	8	25	7	2	23
ANKZF1	149	397	192	153	83	37	24	1	23	8	24	5	2	17
GLB1L	6	22	9	7	1	6	64	3	3	9	3	4	3	10
GLB1L	73	227	155	105	39	24	140	9	25	44	16	6	9	20
GLB1L	73	227	155	105	39	24	140	9	25	44	16	6	9	20
STK16	159	464	251	210	84	49	103	5	50	45	28	14	18	20
STK16	159	464	251	210	84	49	103	5	50	45	28	14	18	20
TUBA4A	424	1186	694	687	175	184	702	55	290	144	161	73	76	213
TUBA4A	426	1208	716	704	186	215	761	57	335	164	172	85	89	227
TUBA4B	49	99	54	41	23	35	81	5	34	14	22	10	21	13
DNAJB2	99	235	218	164	38	119	321	29	169	112	66	23	38	51
DNAJB2	99	235	218	164	38	119	321	29	169	112	66	23	38	51
PTPRN	29	92	51	53	15	4	0	0	0	0	0	2	1	0
PTPRN	29	92	51	53	15	4	0	0	0	0	0	2	1	0
PTPRN	29	92	51	53	15	4	0	0	0	0	0	2	1	0
MIR153-1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
RESP18	0	3	0	1	0	0	0	0	0	0	0	1	1	0
DNPEP	33	72	45	41	8	39	40	9	46	9	14	7	22	9
DNPEP	75	209	119	78	35	44	70	13	57	22	22	10	27	12
DNPEP	75	209	119	78	35	44	70	13	57	22	22	10	27	12
DNPEP	75	209	119	78	35	44	70	13	57	22	22	10	27	12
DNPEP	75	209	119	78	35	44	70	13	57	22	22	10	27	12
DNPEP	75	209	119	78	35	44	70	13	57	22	22	10	27	12
DNPEP	77	215	125	82	35	44	70	13	57	22	22	10	27	12
DNPEP	77	215	125	82	35	44	70	13	57	22	22	10	27	12
DNPEP	72	203	112	75	35	41	69	12	53	21	22	10	27	12
DES	0	0	1	0	2	0	0	0	0	0	0	1	1	0
SPEG	6	133	17	6	6	7	1	0	2	1	3	0	0	1
SPEG	0	15	2	0	0	0	0	0	0	0	0	0	0	0
LOC100996693	16	85	28	18	3	5	7	0	5	3	0	0	0	0
GMPPA	60	155	131	84	34	20	3	1	0	0	6	0	0	0
GMPPA	60	154	131	84	34	18	3	1	0	0	6	0	0	0
ASIC4	2	15	1	3	1	4	2	0	0	0	4	1	0	1
CHPF	1	24	1	2	0	4	4	0	0	0	4	1	5	2
CHPF	10	92	18	12	4	19	24	3	5	5	4	1	5	2
TMEM198	0	12	3	3	0	1	12	0	0	1	0	0	0	1
TMEM198	0	10	2	0	0	1	11	0	0	1	0	0	0	1
MIR3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSL1	3	157	2	5	2	3	19	4	2	12	2	6	1	2
OBSL1	1	126	2	2	2	0	0	0	0	0	2	6	1	2
OBSL1	0	101	2	1	0	0	0	0	0	0	1	5	1	2
INHA	1	6	0	2	1	1	1	0	0	0	0	0	0	0
STK11IP	28	113	73	55	11	16	6	0	5	6	9	5	10	7
SLC4A3	1	39	2	3	1	1	2	1	2	1	0	0	1	0
SLC4A3	1	39	2	3	1	1	2	1	2	1	0	0	1	0
SLC4A3	1	39	2	3	1	1	2	1	2	1	0	0	1	0
SLC4A3	1	39	2	3	1	1	2	1	2	1	0	0	1	0
MIR4268	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EPHA4	48	329	121	59	37	46	70	6	61	31	44	27	36	28
EPHA4	48	329	121	59	37	46	70	6	61	31	44	27	36	28
EPHA4	50	356	122	59	40	46	72	6	62	31	44	27	36	28
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	8	1	5	0	1	2	1	3	1	1	3	1	2
PAX3	0	0	0	0	0	1	1	1	3	1	0	0	0	1
PAX3	0	0	0	0	0	1	1	1	3	1	0	0	0	1
CCDC140	2	3	2	2	0	0	1	0	0	0	0	0	1	0
LOC440934	2	3	2	2	1	1	4	1	0	1	0	0	0	0
LOC440934	3	5	3	2	1	1	5	1	0	1	1	1	0	1
LOC440934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC440934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC440934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGPP2	7	25	45	12	6	33	167	23	19	32	17	9	4	4
SGPP2	7	24	45	10	6	30	132	6	18	31	17	9	3	4
SGPP2	7	24	45	10	6	30	132	6	18	31	17	9	3	4
FARSB	108	538	205	158	43	27	15	2	23	3	20	9	11	8
FARSB	108	538	205	158	43	27	15	2	23	3	20	9	11	8
MOGAT1	0	9	6	4	0	2	2	0	0	3	1	1	1	0
ACSL3	241	708	444	382	185	200	317	24	245	131	131	106	113	165
ACSL3	241	708	444	382	185	200	317	24	245	131	131	106	113	165
KCNE4	0	0	1	1	0	0	0	0	0	0	0	0	1	0
SCG2	0	1	0	0	0	0	1	0	0	0	2	0	1	0
AP1S3	23	163	73	45	20	33	97	9	66	31	14	8	11	16
AP1S3	23	163	73	45	20	33	97	9	66	31	14	8	11	16
AP1S3	23	163	73	45	20	33	97	9	66	31	14	8	11	16
WDFY1	172	568	423	348	112	64	68	7	76	31	56	32	73	70
MRPL44	62	191	104	95	57	10	4	1	7	2	3	3	13	10
SERPINE2	1	8	7	3	2	1	3	0	5	0	4	1	0	0
SERPINE2	1	9	7	3	2	4	3	0	5	0	4	3	0	0
SERPINE2	4	39	9	9	3	5	11	0	6	1	4	3	0	0
SERPINE2	4	39	9	9	3	5	11	0	6	1	4	3	0	0
FAM124B	5	29	16	6	1	15	27	1	5	6	26	23	23	5
FAM124B	5	29	16	6	1	15	27	1	5	6	26	23	23	5
CUL3	343	1133	1047	689	277	231	100	27	375	80	195	125	132	267
CUL3	534	1611	1339	921	355	345	406	49	543	151	297	198	222	456
CUL3	534	1611	1339	921	355	345	406	49	543	151	297	198	222	456
DOCK10	280	613	1068	585	246	321	217	26	267	128	243	115	205	228
DOCK10	493	1081	1583	893	337	476	369	42	382	173	329	146	245	287
MIR4439	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NYAP2	6	9	11	11	5	2	2	0	1	0	1	6	1	5
LOC646736	1	1	0	1	0	0	0	0	0	0	0	0	1	0
MIR5702	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS1	104	298	153	120	47	9	2	2	12	5	3	1	2	1
RHBDD1	273	552	492	376	155	89	124	15	91	46	55	25	36	49
RHBDD1	273	552	492	376	155	89	124	15	91	46	55	25	36	49
COL4A4	8	117	22	12	1	7	3	2	5	5	7	10	7	6
COL4A3	8	171	29	27	2	7	7	1	7	0	6	2	6	7
LOC654841	21	88	28	28	4	3	2	0	3	1	7	1	2	3
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	124	417	244	215	66	53	24	4	19	9	31	13	23	23
MFF	48	197	109	82	30	25	4	2	17	4	18	5	3	12
MFF	43	189	107	78	25	25	4	2	17	4	18	5	3	12
MFF	43	189	107	78	25	25	4	2	17	4	18	5	3	12
TM4SF20	1	3	0	0	2	1	30	1	1	4	0	0	1	0
MIR5703	64	121	72	70	15	3	4	0	10	2	4	3	6	11
AGFG1	258	777	590	452	137	120	80	8	117	48	87	57	88	110
AGFG1	258	777	590	452	137	120	80	8	117	48	87	57	88	110
AGFG1	258	777	590	452	137	120	80	8	117	48	87	57	88	110
AGFG1	258	777	590	452	137	120	80	8	117	48	87	57	88	110
C2orf83	1	0	1	1	0	0	1	0	2	0	0	1	0	1
C2orf83	1	0	1	1	0	0	1	0	2	0	0	1	0	1
SLC19A3	1	23	0	0	0	0	0	0	0	0	0	2	1	1
CCL20	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CCL20	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DAW1	1	3	2	0	0	0	0	0	0	0	2	2	0	0
SPHKAP	3	4	2	0	2	1	1	0	0	0	3	2	1	3
SPHKAP	3	4	2	0	2	1	1	0	0	0	3	2	1	3
PID1	37	106	108	82	54	70	13	1	11	15	45	35	39	54
PID1	37	106	108	82	54	70	13	1	11	15	45	35	39	54
DNER	4	17	12	3	6	0	1	0	0	0	3	11	3	6
TRIP12	277	876	808	639	169	141	36	13	67	32	127	83	90	177
TRIP12	436	1304	1199	941	250	189	67	15	93	47	168	107	105	203
TRIP12	436	1304	1199	941	250	189	67	15	93	47	168	107	105	203
TRIP12	436	1304	1199	941	250	189	67	15	93	47	168	107	105	203
FBXO36	20	109	41	30	6	6	10	0	7	3	6	5	6	9
SLC16A14	1	38	8	5	2	2	5	0	0	1	10	5	0	1
SP110	407	989	1111	820	376	122	29	4	20	12	91	41	100	80
SP110	407	989	1111	820	376	122	29	4	20	12	91	41	100	80
SP110	330	793	886	659	307	69	21	3	19	7	68	33	62	57
SP110	343	849	904	676	319	79	49	8	25	11	68	33	62	57
SP140	60	113	61	57	54	33	64	8	61	28	33	21	19	23
SP140	138	300	291	219	172	126	114	19	134	62	101	67	95	115
SP140	138	300	291	219	172	126	114	19	134	62	101	67	95	115
SP140	138	300	291	219	172	126	114	19	134	62	101	67	95	115
SP140	138	300	291	219	172	126	114	19	134	62	101	67	95	115
SP140L	161	299	323	226	75	90	46	6	58	30	66	28	50	58
SP140L	161	299	323	226	75	90	46	6	58	30	66	28	50	58
SP140L	161	299	323	226	75	90	46	6	58	30	66	28	50	58
SP100	355	786	955	641	376	160	117	10	73	53	79	74	141	96
SP100	355	786	955	641	376	160	117	10	73	53	79	74	141	96
SP100	545	1182	1452	967	619	269	130	14	101	70	157	130	233	188
SP100	572	1251	1547	1024	685	286	132	14	116	74	175	144	258	211
SP100	714	1569	1976	1310	824	386	155	16	161	84	246	192	346	343
SP100	223	498	715	460	297	152	79	6	48	34	63	66	132	83
LOC151475	1	15	0	3	1	0	0	0	0	0	3	1	1	3
CAB39	627	1469	1467	1036	299	275	190	36	190	83	248	118	242	237
CAB39	509	1170	1187	855	235	248	102	29	161	70	220	106	220	225
CAB39	509	1170	1187	855	235	248	102	29	161	70	220	106	220	225
ITM2C	34	202	57	31	17	16	49	2	27	11	10	2	1	0
ITM2C	34	202	57	31	17	16	49	2	27	11	10	2	1	0
ITM2C	34	200	57	31	17	16	49	2	27	11	10	2	1	0
ITM2C	34	200	57	31	17	16	49	2	27	11	10	2	1	0
ITM2C	34	200	57	31	17	16	49	2	27	11	10	2	1	0
LOC151484	1	1	3	0	3	0	0	0	4	0	0	0	0	1
GPR55	17	41	15	18	7	5	17	1	2	2	8	1	1	0
SPATA3-AS1	2	31	1	0	4	0	0	0	0	0	0	0	2	0
SPATA3	0	2	0	0	0	0	0	0	2	0	0	0	2	0
C2orf72	0	31	1	0	0	0	0	0	1	0	0	0	0	0
PSMD1	171	688	349	282	79	54	46	9	49	34	26	20	44	45
PSMD1	171	688	349	282	79	54	46	9	49	34	26	20	44	45
PSMD1	171	688	349	282	79	54	46	9	49	34	26	20	44	45
HTR2B	2	6	1	2	0	0	0	0	0	0	0	0	2	0
HTR2B	2	6	1	2	0	0	0	0	0	0	0	0	2	0
ARMC9	11	143	16	11	3	2	1	0	2	0	9	3	3	6
ARMC9	11	143	16	11	3	2	1	0	2	0	9	3	3	6
ARMC9	8	128	14	21	5	4	2	0	3	0	10	11	3	6
MIR4777	0	0	2	0	0	0	0	0	1	0	0	0	0	0
B3GNT7	4	11	10	4	11	9	9	1	9	2	1	0	0	0
NCL	216	798	327	258	85	101	132	11	68	44	72	73	53	95
SNORA75	5	16	3	5	2	1	0	0	1	0	1	3	5	6
SNORD20	3	17	2	0	0	2	4	0	0	0	2	1	0	1
SNORD82	1	29	1	3	1	0	3	0	3	1	0	5	1	5
LINC00471	63	271	110	87	34	7	29	4	30	19	11	4	7	7
NMUR1	11	44	23	21	2	1	2	0	8	1	0	1	0	1
C2orf57	1	0	1	1	1	1	0	0	0	0	0	1	0	1
PTMA	285	800	320	268	118	572	2001	124	558	433	207	128	186	177
PTMA	285	800	320	268	118	572	2001	124	558	433	207	128	186	177
MIR1244-1	0	5	1	0	0	0	3	0	0	0	0	0	0	0
MIR1244-2	0	5	1	0	0	0	3	0	0	0	0	0	0	0
MIR1244-3	0	5	1	0	0	0	3	0	0	0	0	0	0	0
MIR1244-4	0	5	1	0	0	0	3	0	0	0	0	0	0	0
PDE6D	142	372	222	184	64	26	7	0	6	7	13	2	1	1
PDE6D	142	372	222	184	64	26	7	0	6	7	13	2	1	1
PDE6D	97	229	104	112	42	1	4	0	5	4	0	0	1	0
COPS7B	76	257	156	126	29	19	24	2	20	2	11	2	15	17
COPS7B	76	257	156	126	29	19	24	2	20	2	11	2	15	17
COPS7B	47	172	102	87	20	18	13	2	16	2	11	2	14	10
COPS7B	47	172	102	87	20	18	13	2	16	2	11	2	14	10
COPS7B	47	172	102	87	20	18	13	2	16	2	11	2	14	10
COPS7B	47	172	102	87	20	18	13	2	16	2	11	2	14	10
MIR1471	1	0	0	0	0	0	0	0	0	0	0	0	1	0
NPPC	1	65	1	3	0	4	21	2	5	7	3	2	2	0
DIS3L2	89	365	259	195	42	54	16	5	41	16	29	11	26	26
DIS3L2	178	698	505	358	84	160	120	18	138	54	85	48	72	80
DIS3L2	178	698	505	358	84	160	120	18	138	54	85	48	72	80
DIS3L2	178	698	505	358	84	160	120	18	138	54	85	48	72	80
DIS3L2	186	741	551	393	91	173	125	19	141	59	90	52	73	81
MIR562	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALPP	1	0	0	1	0	0	2	0	0	0	0	0	0	0
ECEL1P2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALPPL2	1	0	0	1	1	0	0	0	0	0	0	0	0	0
ALPI	1	0	0	0	1	0	0	0	0	0	0	0	2	0
ECEL1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
ECEL1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PRSS56	1	5	0	0	2	0	0	0	0	0	0	0	1	0
CHRND	1	0	0	0	2	0	0	0	0	0	1	1	4	1
CHRND	1	0	0	0	2	0	0	0	0	0	1	1	4	1
CHRND	1	0	0	0	2	0	0	0	0	0	1	1	4	1
CHRND	1	0	0	0	2	0	0	0	0	0	1	1	4	1
CHRNG	1	0	0	0	2	0	0	0	0	0	0	0	1	3
TIGD1	131	383	231	184	54	30	51	6	22	19	13	9	1	17
MIR5001	104	294	175	131	36	15	30	4	14	16	9	6	0	7
EIF4E2	195	572	367	274	108	65	31	2	23	20	48	24	73	47
EIF4E2	235	709	505	362	145	104	38	2	27	21	65	30	79	68
EIF4E2	235	709	505	362	145	104	38	2	27	21	65	30	79	68
EIF4E2	235	709	505	362	145	104	38	2	27	21	65	30	79	68
EFHD1	2	77	6	14	6	2	2	0	4	0	4	5	7	4
EFHD1	1	61	3	4	1	1	0	0	0	0	3	2	0	2
EFHD1	1	61	3	4	1	1	0	0	0	0	3	2	0	2
GIGYF2	148	468	317	282	77	44	35	1	29	9	25	21	18	30
GIGYF2	148	468	317	282	77	44	35	1	29	9	25	21	18	30
GIGYF2	148	468	317	282	77	44	35	1	29	9	25	21	18	30
GIGYF2	344	1234	955	730	201	230	72	5	89	43	130	70	119	114
GIGYF2	344	1234	955	730	201	230	72	5	89	43	130	70	119	114
GIGYF2	344	1234	955	730	201	230	72	5	89	43	130	70	119	114
GIGYF2	344	1234	955	730	201	230	72	5	89	43	130	70	119	114
GIGYF2	200	775	643	454	127	188	37	4	60	34	106	51	102	92
KCNJ13	0	0	0	0	0	0	0	0	0	0	3	0	0	1
KCNJ13	0	0	0	0	0	0	0	0	0	0	3	0	0	1
KCNJ13	0	0	0	0	0	0	0	0	0	0	3	0	0	1
C2orf82	9	33	24	16	6	28	13	2	7	1	16	6	19	6
NGEF	4	42	5	4	0	1	0	0	0	0	0	4	0	0
NGEF	6	49	8	7	2	1	5	0	0	0	2	8	6	2
LOC101928881	1	1	0	1	0	0	2	0	0	0	0	0	1	0
NEU2	1	1	0	1	0	0	2	0	0	0	0	0	1	0
INPP5D	1046	2155	2606	1907	625	760	360	38	431	191	528	305	636	637
INPP5D	1046	2155	2606	1907	625	760	360	38	431	191	528	305	636	637
ATG16L1	179	521	398	290	101	114	152	17	121	54	66	28	64	62
ATG16L1	179	521	398	290	101	114	152	17	121	54	66	28	64	62
ATG16L1	179	521	398	290	101	114	152	17	121	54	66	28	64	62
ATG16L1	179	521	398	290	101	114	152	17	121	54	66	28	64	62
ATG16L1	179	521	398	290	101	114	152	17	121	54	66	28	64	62
SCARNA5	1	10	6	3	5	8	0	0	5	1	0	0	1	0
SCARNA6	2	10	5	3	0	2	1	0	0	0	2	0	1	0
SAG	17	44	25	34	17	1	6	1	0	1	0	0	1	2
DGKD	464	1149	1032	723	210	441	103	26	149	90	241	161	295	382
DGKD	311	692	669	470	136	332	87	21	129	69	195	125	232	273
USP40	30	155	82	32	12	14	0	1	0	1	14	14	14	14
UGT1A8	1	8	3	1	1	0	0	0	1	0	4	8	0	2
UGT1A10	1	8	3	1	1	0	0	0	1	0	4	8	0	2
UGT1A9	1	8	2	1	1	0	0	0	1	0	4	5	0	0
UGT1A7	1	7	2	0	1	0	0	0	1	0	3	4	0	0
UGT1A6	1	7	2	0	1	0	0	0	1	0	3	4	0	0
UGT1A6	1	7	2	0	1	0	0	0	1	0	3	4	0	0
UGT1A5	1	5	2	0	1	0	0	0	0	0	1	4	0	0
UGT1A4	1	4	2	0	1	0	0	0	0	0	1	3	0	0
UGT1A3	1	4	1	0	0	0	0	0	0	0	1	1	0	0
DNAJB3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0	0	1	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MROH2A	0	1	0	2	1	0	0	0	0	0	1	1	0	9
HJURP	1	177	1	1	1	2	1	0	2	0	4	9	1	2
HJURP	1	177	1	1	1	2	1	0	2	0	4	9	1	2
HJURP	1	177	1	1	1	2	1	0	2	0	4	9	1	2
MSL3P1	28	91	74	63	13	2	4	0	3	2	0	0	0	0
TRPM8	3	5	9	5	8	0	4	0	2	2	0	1	0	2
SPP2	1	3	0	0	1	0	0	0	2	1	0	0	0	0
ARL4C	151	425	286	224	71	37	134	11	61	28	20	6	11	9
ARL4C	151	425	286	225	71	37	136	11	61	28	20	6	11	9
LINC01173	0	3	0	2	0	0	0	0	0	0	0	2	0	0
SH3BP4	5	345	30	14	2	6	5	0	2	3	4	8	4	5
AGAP1	42	676	90	70	14	19	12	2	43	9	8	15	12	13
AGAP1	73	1107	158	106	33	52	32	9	174	21	32	39	30	69
AGAP1	73	1107	158	106	33	52	32	9	174	21	32	39	30	69
AGAP1-IT1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GBX2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
GBX2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASB18	0	1	0	1	0	0	1	0	1	0	1	1	0	2
IQCA1	2	7	3	7	2	0	0	0	2	1	9	3	4	2
IQCA1	2	7	4	7	2	0	0	0	2	1	9	3	4	2
IQCA1	2	7	4	7	2	0	0	0	2	1	9	3	4	2
IQCA1	2	7	4	7	2	0	0	0	2	1	9	3	4	2
ACKR3	9	25	22	11	5	5	2	0	2	0	0	0	0	0
LOC93463	0	4	4	1	0	0	0	0	0	0	1	0	0	0
COPS8	157	420	232	203	87	42	121	10	101	42	76	31	75	43
COPS8	157	420	232	203	87	42	121	10	101	42	76	31	75	43
COL6A3	3	4	13	7	0	4	0	1	1	0	2	4	2	2
COL6A3	3	4	13	7	0	4	0	1	1	0	2	4	2	2
COL6A3	3	4	13	7	0	4	0	1	1	0	2	4	2	2
COL6A3	2	1	8	5	0	0	0	0	0	0	1	1	0	1
COL6A3	2	1	8	5	0	0	0	0	0	0	1	1	0	1
MLPH	4	6	6	2	1	1	0	1	1	0	3	4	2	4
MLPH	4	6	6	2	1	1	0	1	1	0	3	4	2	4
MLPH	4	6	6	2	1	1	0	1	1	0	3	4	2	4
MLPH	4	6	6	2	1	1	0	1	1	0	3	4	2	4
MLPH	4	6	6	2	1	1	0	1	1	0	3	4	2	4
MIR6811	3	3	4	1	1	1	0	0	0	0	0	0	0	0
PRLH	4	4	5	2	1	1	0	0	1	0	0	1	0	2
RAB17	0	1	0	0	0	0	0	0	2	0	1	0	0	0
RAB17	0	1	0	0	0	0	0	0	2	0	1	0	0	0
LRRFIP1	1322	3369	3008	2536	769	633	719	53	491	275	534	404	679	899
LRRFIP1	867	2162	1972	1675	475	510	558	40	320	197	414	325	559	696
LRRFIP1	867	2162	1972	1675	475	510	558	40	320	197	414	325	559	696
LRRFIP1	867	2162	1972	1675	475	510	558	40	320	197	414	325	559	696
LRRFIP1	1068	2616	2463	2050	602	594	576	44	385	230	508	384	645	852
RBM44	37	63	94	70	11	47	23	9	64	25	36	27	94	60
RAMP1	16	126	40	16	2	1	3	0	2	0	3	5	2	2
RAMP1	16	126	40	16	2	1	3	0	2	0	3	5	2	2
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F	112	403	364	219	60	116	42	5	56	25	76	37	68	81
UBE2F-SCLY	212	876	586	381	116	173	68	8	96	47	104	58	93	126
UBE2F	82	262	261	137	50	100	21	3	44	14	63	31	62	78
SCLY	74	383	134	105	37	14	9	0	7	3	1	3	1	8
ESPNL	3	33	11	5	1	13	6	1	4	2	5	10	1	9
